ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0016072	rRNA metabolic process	36	5	PBANKA_0505700,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1227100,	13.9	10.25	13.37	9.67988018885e-05	0.00740510834447	0.0148102166889
GO:0006364	rRNA processing	36	5	PBANKA_0505700,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1227100,	13.9	10.25	13.37	9.67988018885e-05	0.00740510834447	0.0148102166889
GO:0034470	ncRNA processing	63	5	PBANKA_0505700,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1227100,	7.9	5.86	7.07	0.00138239195037	0.0567941170025	0.211505968406
GO:0042254	ribosome biogenesis	64	5	PBANKA_0505700,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1227100,	7.8	5.76	6.95	0.00148481351641	0.0567941170025	0.22717646801
GO:0034660	ncRNA metabolic process	103	6	PBANKA_0505700,PBANKA_0702500,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1227100,	5.8	4.3	5.16	0.00225183398743	0.0689061200154	0.344530600077
GO:0022613	ribonucleoprotein complex biogenesis	82	5	PBANKA_0505700,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1227100,	6.1	4.5	5.29	0.00444883182797	0.113445211613	0.680671269679
GO:0044085	cellular component biogenesis	136	6	PBANKA_0505700,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1216000,PBANKA_1227100,	4.4	3.26	3.8	0.00891784802757	0.172788873039	1.0
GO:0010501	RNA secondary structure unwinding	1	1	PBANKA_1129700,	100.0	73.79	inf	0.0135520684737	0.172788873039	1.0
GO:0015977	carbon fixation	1	1	PBANKA_1017900,	100.0	73.79	inf	0.0135520684737	0.172788873039	1.0
GO:0006429	leucyl-tRNA aminoacylation	1	1	PBANKA_0702500,	100.0	73.79	inf	0.0135520684737	0.172788873039	1.0
GO:0000481	maturation of 5S rRNA	1	1	PBANKA_1214800,	100.0	73.79	inf	0.0135520684737	0.172788873039	1.0
GO:0000209	protein polyubiquitination	1	1	PBANKA_0610300,	100.0	73.79	inf	0.0135520684737	0.172788873039	1.0
GO:0071840	cellular component organization or biogenesis	201	7	PBANKA_0505700,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1216000,PBANKA_1227100,PBANKA_1239500,	3.5	2.57	2.99	0.016386813361	0.190079516659	1.0
GO:0006396	RNA processing	157	6	PBANKA_0108700,PBANKA_0505700,PBANKA_0831900,PBANKA_1130900,PBANKA_1214800,PBANKA_1227100,	3.8	2.82	3.25	0.0173928969492	0.190079516659	1.0
GO:0008643	carbohydrate transport	2	1	PBANKA_1104900,	50.0	36.89	74.73	0.0269252477094	0.257472681221	1.0
GO:0030490	maturation of SSU-rRNA	2	1	PBANKA_0505700,	50.0	36.89	74.73	0.0269252477094	0.257472681221	1.0
GO:0016070	RNA metabolic process	281	8	PBANKA_0108700,PBANKA_0505700,PBANKA_0702500,PBANKA_0831900,PBANKA_1129700,PBANKA_1130900,PBANKA_1214800,PBANKA_1227100,	2.8	2.1	2.44	0.0311796776273	0.280617098646	1.0
