ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0044409	entry into host	40	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	7.5	23.37	37.27	0.000213009434279	0.00178558569839	0.00426018868558
GO:0051828	entry into other organism involved in symbiotic interaction	40	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	7.5	23.37	37.27	0.000213009434279	0.00178558569839	0.00426018868558
GO:0052126	movement in host environment	50	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	6.0	18.69	29.23	0.000415779956563	0.00178558569839	0.00831559913125
GO:0052192	movement in environment of other organism involved in symbiotic interaction	50	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	6.0	18.69	29.23	0.000415779956563	0.00178558569839	0.00831559913125
GO:0051701	interaction with host	56	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	5.4	16.69	25.87	0.000582336634327	0.00178558569839	0.0116467326865
GO:0044419	interspecies interaction between organisms	59	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	5.1	15.84	24.46	0.000679625289668	0.00178558569839	0.0135925057934
GO:0044403	symbiosis, encompassing mutualism through parasitism	59	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	5.1	15.84	24.46	0.000679625289668	0.00178558569839	0.0135925057934
GO:0040011	locomotion	60	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	5.0	15.58	24.02	0.000714234279356	0.00178558569839	0.0142846855871
GO:0051704	multi-organism process	72	3	PBANKA_0209100,PBANKA_1106900,PBANKA_1222500,	4.2	12.98	19.75	0.00122074754639	0.00271277232532	0.0244149509279
GO:0006508	proteolysis	99	3	PBANKA_0209700,PBANKA_1106900,PBANKA_1222500,	3.0	9.44	14.06	0.00307214775379	0.00614429550758	0.0614429550758
GO:0030260	entry into host cell	35	2	PBANKA_0209100,PBANKA_1222500,	5.7	17.8	23.91	0.00515866679397	0.00859777798994	0.103173335879
GO:0051806	entry into cell of other organism involved in symbiotic interaction	35	2	PBANKA_0209100,PBANKA_1222500,	5.7	17.8	23.91	0.00515866679397	0.00859777798994	0.103173335879
GO:0035891	exit from host cell	12	1	PBANKA_1222500,	8.3	25.96	31.64	0.0379168057602	0.0541668653718	0.758336115205
GO:0035890	exit from host	12	1	PBANKA_1222500,	8.3	25.96	31.64	0.0379168057602	0.0541668653718	0.758336115205
