ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0006457	protein folding	56	13	PBANKA_0107300,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0916200,PBANKA_1007000,PBANKA_1134100,PBANKA_1214000,PBANKA_1219300,PBANKA_1302800,PBANKA_1431050,PBANKA_1437300,PBANKA_1446800,	23.2	8.45	12.68	1.32473525228e-09	4.47760515269e-07	4.47760515269e-07
GO:0008152	metabolic process	1212	57	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0417700,PBANKA_0602700,PBANKA_0604800,PBANKA_0709100,PBANKA_0714200,PBANKA_0717500,PBANKA_0803400,PBANKA_0803500,PBANKA_0811000,PBANKA_0819900,PBANKA_0823400,PBANKA_0901400,PBANKA_0916200,PBANKA_0919300,PBANKA_0926700,PBANKA_0928100,PBANKA_0938500,PBANKA_1001400,PBANKA_1003100,PBANKA_1007000,PBANKA_1113000,PBANKA_1128100,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1205000,PBANKA_1210700,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1235600,PBANKA_1241900,PBANKA_1302800,PBANKA_1303800,PBANKA_1305100,PBANKA_1325300,PBANKA_1326400,PBANKA_1337100,PBANKA_1343300,PBANKA_1352000,PBANKA_1364300,PBANKA_1401300,PBANKA_1410000,PBANKA_1413400,PBANKA_1414100,PBANKA_1419100,PBANKA_1431050,PBANKA_1437300,PBANKA_1441100,PBANKA_1446800,	4.7	1.71	3.88	2.7266830464e-08	4.60809434842e-06	9.21618869685e-06
GO:0044238	primary metabolic process	1067	52	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0417700,PBANKA_0602700,PBANKA_0604800,PBANKA_0709100,PBANKA_0714200,PBANKA_0717500,PBANKA_0803400,PBANKA_0803500,PBANKA_0811000,PBANKA_0819900,PBANKA_0823400,PBANKA_0901400,PBANKA_0916200,PBANKA_0926700,PBANKA_0928100,PBANKA_1001400,PBANKA_1003100,PBANKA_1007000,PBANKA_1113000,PBANKA_1128100,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1205000,PBANKA_1210700,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1241900,PBANKA_1302800,PBANKA_1305100,PBANKA_1325300,PBANKA_1326400,PBANKA_1337100,PBANKA_1343300,PBANKA_1352000,PBANKA_1364300,PBANKA_1401300,PBANKA_1410000,PBANKA_1413400,PBANKA_1414100,PBANKA_1419100,PBANKA_1431050,PBANKA_1437300,PBANKA_1446800,	4.9	1.77	3.51	1.0409348795e-07	1.1727866309e-05	3.51835989271e-05
GO:0071704	organic substance metabolic process	1093	52	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0417700,PBANKA_0602700,PBANKA_0604800,PBANKA_0709100,PBANKA_0714200,PBANKA_0717500,PBANKA_0803400,PBANKA_0803500,PBANKA_0811000,PBANKA_0819900,PBANKA_0823400,PBANKA_0901400,PBANKA_0916200,PBANKA_0919300,PBANKA_0926700,PBANKA_0928100,PBANKA_1001400,PBANKA_1003100,PBANKA_1007000,PBANKA_1113000,PBANKA_1128100,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1205000,PBANKA_1210700,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1241900,PBANKA_1302800,PBANKA_1305100,PBANKA_1325300,PBANKA_1326400,PBANKA_1337100,PBANKA_1343300,PBANKA_1352000,PBANKA_1364300,PBANKA_1401300,PBANKA_1410000,PBANKA_1413400,PBANKA_1414100,PBANKA_1431050,PBANKA_1437300,PBANKA_1446800,	4.8	1.73	3.37	2.60682960254e-07	2.20277101415e-05	8.81108405658e-05
GO:0044237	cellular metabolic process	1033	50	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0417700,PBANKA_0602700,PBANKA_0604800,PBANKA_0709100,PBANKA_0717500,PBANKA_0803400,PBANKA_0803500,PBANKA_0811000,PBANKA_0819900,PBANKA_0823400,PBANKA_0901400,PBANKA_0916200,PBANKA_0919300,PBANKA_0926700,PBANKA_0928100,PBANKA_1001400,PBANKA_1003100,PBANKA_1007000,PBANKA_1113000,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1205000,PBANKA_1210700,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1235600,PBANKA_1241900,PBANKA_1302800,PBANKA_1305100,PBANKA_1325300,PBANKA_1337100,PBANKA_1343300,PBANKA_1352000,PBANKA_1364300,PBANKA_1401300,PBANKA_1413400,PBANKA_1414100,PBANKA_1419100,PBANKA_1431050,PBANKA_1437300,PBANKA_1446800,	4.8	1.76	3.29	3.68949509454e-07	2.49409868391e-05	0.000124704934196
GO:0008150	biological process	1697	65	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0417700,PBANKA_0520200,PBANKA_0602700,PBANKA_0604800,PBANKA_0702800,PBANKA_0709100,PBANKA_0714200,PBANKA_0717500,PBANKA_0803400,PBANKA_0803500,PBANKA_0811000,PBANKA_0819900,PBANKA_0823400,PBANKA_0835200,PBANKA_0901400,PBANKA_0916200,PBANKA_0919300,PBANKA_0926700,PBANKA_0928100,PBANKA_0938500,PBANKA_1001400,PBANKA_1002000,PBANKA_1003100,PBANKA_1007000,PBANKA_1110500,PBANKA_1113000,PBANKA_1128100,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1205000,PBANKA_1210700,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1235600,PBANKA_1241900,PBANKA_1302800,PBANKA_1303800,PBANKA_1305100,PBANKA_1325300,PBANKA_1326400,PBANKA_1337100,PBANKA_1343300,PBANKA_1352000,PBANKA_1360300,PBANKA_1364300,PBANKA_1365200,PBANKA_1401300,PBANKA_1410000,PBANKA_1413400,PBANKA_1414100,PBANKA_1419100,PBANKA_1431050,PBANKA_1436200,PBANKA_1437300,PBANKA_1441100,PBANKA_1446800,	3.8	1.39	3.63	3.7105664962e-06	0.000209028579286	0.00125417147572
GO:0009987	cellular process	1261	53	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0417700,PBANKA_0520200,PBANKA_0602700,PBANKA_0604800,PBANKA_0702800,PBANKA_0709100,PBANKA_0717500,PBANKA_0803400,PBANKA_0803500,PBANKA_0811000,PBANKA_0819900,PBANKA_0823400,PBANKA_0901400,PBANKA_0916200,PBANKA_0919300,PBANKA_0926700,PBANKA_0928100,PBANKA_1001400,PBANKA_1003100,PBANKA_1007000,PBANKA_1113000,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1205000,PBANKA_1210700,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1235600,PBANKA_1241900,PBANKA_1302800,PBANKA_1305100,PBANKA_1325300,PBANKA_1337100,PBANKA_1343300,PBANKA_1352000,PBANKA_1364300,PBANKA_1365200,PBANKA_1401300,PBANKA_1413400,PBANKA_1414100,PBANKA_1419100,PBANKA_1431050,PBANKA_1437300,PBANKA_1446800,	4.2	1.53	2.78	1.57862571013e-05	0.000762250700037	0.00533575490026
GO:0044267	cellular protein metabolic process	491	27	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0604800,PBANKA_0709100,PBANKA_0803400,PBANKA_0916200,PBANKA_1007000,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1241900,PBANKA_1302800,PBANKA_1305100,PBANKA_1343300,PBANKA_1352000,PBANKA_1401300,PBANKA_1431050,PBANKA_1437300,PBANKA_1446800,	5.5	2.0	2.63	0.000135256397365	0.00531288569127	0.0457166623094
GO:0019538	protein metabolic process	549	29	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0604800,PBANKA_0709100,PBANKA_0714200,PBANKA_0803400,PBANKA_0916200,PBANKA_1007000,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1241900,PBANKA_1302800,PBANKA_1305100,PBANKA_1343300,PBANKA_1352000,PBANKA_1401300,PBANKA_1410000,PBANKA_1431050,PBANKA_1437300,PBANKA_1446800,	5.3	1.92	2.56	0.000141467370478	0.00531288569127	0.0478159712214
GO:0043170	macromolecule metabolic process	875	39	PBANKA_0107300,PBANKA_0309100,PBANKA_0310900,PBANKA_0405200,PBANKA_0406500,PBANKA_0602700,PBANKA_0604800,PBANKA_0709100,PBANKA_0714200,PBANKA_0717500,PBANKA_0803400,PBANKA_0811000,PBANKA_0819900,PBANKA_0916200,PBANKA_1001400,PBANKA_1003100,PBANKA_1007000,PBANKA_1130500,PBANKA_1134100,PBANKA_1142900,PBANKA_1205000,PBANKA_1214000,PBANKA_1218900,PBANKA_1219300,PBANKA_1223100,PBANKA_1232500,PBANKA_1241900,PBANKA_1302800,PBANKA_1305100,PBANKA_1325300,PBANKA_1337100,PBANKA_1343300,PBANKA_1352000,PBANKA_1401300,PBANKA_1410000,PBANKA_1413400,PBANKA_1431050,PBANKA_1437300,PBANKA_1446800,	4.5	1.62	2.32	0.000243697775604	0.00823698481541	0.0823698481541
