ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0034641	cellular nitrogen compound metabolic process	494	52	PBANKA_0207400,PBANKA_0315000,PBANKA_0407100,PBANKA_0417000,PBANKA_0514700,PBANKA_0603800,PBANKA_0606100,PBANKA_0615400,PBANKA_0708400,PBANKA_0719300,PBANKA_0802700,PBANKA_0829700,PBANKA_0914600,PBANKA_0927800,PBANKA_0930500,PBANKA_0931800,PBANKA_1009000,PBANKA_1011300,PBANKA_1011900,PBANKA_1023200,PBANKA_1031100,PBANKA_1033600,PBANKA_1038100,PBANKA_1039300,PBANKA_1039800,PBANKA_1110100,PBANKA_1113500,PBANKA_1127500,PBANKA_1144700,PBANKA_1145700,PBANKA_1210800,PBANKA_1217800,PBANKA_1221000,PBANKA_1241100,PBANKA_1241800,PBANKA_1301700,PBANKA_1302600,PBANKA_1307200,PBANKA_1317700,PBANKA_1326800,PBANKA_1335900,PBANKA_1339700,PBANKA_1340300,PBANKA_1357400,PBANKA_1403400,PBANKA_1404800,PBANKA_1407300,PBANKA_1408000,PBANKA_1408100,PBANKA_1412600,PBANKA_1454700,PBANKA_1464700,	10.5	1.76	2.23	9.32935791353e-06	0.00252533874629	0.00407692940821
GO:0006807	nitrogen compound metabolic process	511	53	PBANKA_0207400,PBANKA_0315000,PBANKA_0407100,PBANKA_0417000,PBANKA_0514700,PBANKA_0603800,PBANKA_0606100,PBANKA_0615400,PBANKA_0708400,PBANKA_0719300,PBANKA_0802700,PBANKA_0829700,PBANKA_0914600,PBANKA_0927800,PBANKA_0930500,PBANKA_0931800,PBANKA_1009000,PBANKA_1011300,PBANKA_1011900,PBANKA_1023200,PBANKA_1031100,PBANKA_1033600,PBANKA_1038100,PBANKA_1039300,PBANKA_1039800,PBANKA_1110100,PBANKA_1113500,PBANKA_1127500,PBANKA_1141300,PBANKA_1144700,PBANKA_1145700,PBANKA_1210800,PBANKA_1217800,PBANKA_1221000,PBANKA_1241100,PBANKA_1241800,PBANKA_1301700,PBANKA_1302600,PBANKA_1307200,PBANKA_1317700,PBANKA_1326800,PBANKA_1335900,PBANKA_1339700,PBANKA_1340300,PBANKA_1357400,PBANKA_1403400,PBANKA_1404800,PBANKA_1407300,PBANKA_1408000,PBANKA_1408100,PBANKA_1412600,PBANKA_1454700,PBANKA_1464700,	10.4	1.73	2.19	1.15576143995e-05	0.00252533874629	0.00505067749258
GO:0006139	nucleobase-containing compound metabolic process	459	47	PBANKA_0207400,PBANKA_0315000,PBANKA_0407100,PBANKA_0514700,PBANKA_0603800,PBANKA_0606100,PBANKA_0615400,PBANKA_0708400,PBANKA_0719300,PBANKA_0802700,PBANKA_0829700,PBANKA_0914600,PBANKA_0927800,PBANKA_0930500,PBANKA_1011900,PBANKA_1023200,PBANKA_1031100,PBANKA_1033600,PBANKA_1038100,PBANKA_1039300,PBANKA_1039800,PBANKA_1110100,PBANKA_1113500,PBANKA_1127500,PBANKA_1144700,PBANKA_1145700,PBANKA_1210800,PBANKA_1221000,PBANKA_1241100,PBANKA_1241800,PBANKA_1301700,PBANKA_1302600,PBANKA_1307200,PBANKA_1317700,PBANKA_1326800,PBANKA_1335900,PBANKA_1339700,PBANKA_1340300,PBANKA_1357400,PBANKA_1403400,PBANKA_1404800,PBANKA_1407300,PBANKA_1408000,PBANKA_1408100,PBANKA_1412600,PBANKA_1454700,PBANKA_1464700,	10.2	1.71	2.1	6.32704736327e-05	0.00743147020181	0.0276491969775
GO:0090304	nucleic acid metabolic process	370	40	PBANKA_0315000,PBANKA_0407100,PBANKA_0514700,PBANKA_0603800,PBANKA_0606100,PBANKA_0615400,PBANKA_0708400,PBANKA_0802700,PBANKA_0914600,PBANKA_0927800,PBANKA_0930500,PBANKA_1011900,PBANKA_1023200,PBANKA_1031100,PBANKA_1033600,PBANKA_1038100,PBANKA_1039300,PBANKA_1039800,PBANKA_1110100,PBANKA_1127500,PBANKA_1144700,PBANKA_1145700,PBANKA_1221000,PBANKA_1241100,PBANKA_1241800,PBANKA_1301700,PBANKA_1302600,PBANKA_1307200,PBANKA_1317700,PBANKA_1326800,PBANKA_1335900,PBANKA_1357400,PBANKA_1403400,PBANKA_1404800,PBANKA_1407300,PBANKA_1408000,PBANKA_1408100,PBANKA_1412600,PBANKA_1454700,PBANKA_1464700,	10.8	1.8	2.18	7.84121781859e-05	0.00743147020181	0.0342661218672
GO:0006725	cellular aromatic compound metabolic process	478	48	PBANKA_0207400,PBANKA_0315000,PBANKA_0407100,PBANKA_0514700,PBANKA_0603800,PBANKA_0606100,PBANKA_0615400,PBANKA_0708400,PBANKA_0719300,PBANKA_0802700,PBANKA_0829700,PBANKA_0914600,PBANKA_0927800,PBANKA_0930500,PBANKA_0931800,PBANKA_1011900,PBANKA_1023200,PBANKA_1031100,PBANKA_1033600,PBANKA_1038100,PBANKA_1039300,PBANKA_1039800,PBANKA_1110100,PBANKA_1113500,PBANKA_1127500,PBANKA_1144700,PBANKA_1145700,PBANKA_1210800,PBANKA_1221000,PBANKA_1241100,PBANKA_1241800,PBANKA_1301700,PBANKA_1302600,PBANKA_1307200,PBANKA_1317700,PBANKA_1326800,PBANKA_1335900,PBANKA_1339700,PBANKA_1340300,PBANKA_1357400,PBANKA_1403400,PBANKA_1404800,PBANKA_1407300,PBANKA_1408000,PBANKA_1408100,PBANKA_1412600,PBANKA_1454700,PBANKA_1464700,	10.0	1.68	2.05	8.59265612658e-05	0.00743147020181	0.0375499072731
GO:0046483	heterocycle metabolic process	483	48	PBANKA_0207400,PBANKA_0315000,PBANKA_0407100,PBANKA_0514700,PBANKA_0603800,PBANKA_0606100,PBANKA_0615400,PBANKA_0708400,PBANKA_0719300,PBANKA_0802700,PBANKA_0829700,PBANKA_0914600,PBANKA_0927800,PBANKA_0930500,PBANKA_0931800,PBANKA_1011900,PBANKA_1023200,PBANKA_1031100,PBANKA_1033600,PBANKA_1038100,PBANKA_1039300,PBANKA_1039800,PBANKA_1110100,PBANKA_1113500,PBANKA_1127500,PBANKA_1144700,PBANKA_1145700,PBANKA_1210800,PBANKA_1221000,PBANKA_1241100,PBANKA_1241800,PBANKA_1301700,PBANKA_1302600,PBANKA_1307200,PBANKA_1317700,PBANKA_1326800,PBANKA_1335900,PBANKA_1339700,PBANKA_1340300,PBANKA_1357400,PBANKA_1403400,PBANKA_1404800,PBANKA_1407300,PBANKA_1408000,PBANKA_1408100,PBANKA_1412600,PBANKA_1454700,PBANKA_1464700,	9.9	1.66	2.02	0.000112814388122	0.00743147020181	0.0492998876092
GO:1901360	organic cyclic compound metabolic process	484	48	PBANKA_0207400,PBANKA_0315000,PBANKA_0407100,PBANKA_0514700,PBANKA_0603800,PBANKA_0606100,PBANKA_0615400,PBANKA_0708400,PBANKA_0719300,PBANKA_0802700,PBANKA_0829700,PBANKA_0914600,PBANKA_0927800,PBANKA_0930500,PBANKA_0931800,PBANKA_1011900,PBANKA_1023200,PBANKA_1031100,PBANKA_1033600,PBANKA_1038100,PBANKA_1039300,PBANKA_1039800,PBANKA_1110100,PBANKA_1113500,PBANKA_1127500,PBANKA_1144700,PBANKA_1145700,PBANKA_1210800,PBANKA_1221000,PBANKA_1241100,PBANKA_1241800,PBANKA_1301700,PBANKA_1302600,PBANKA_1307200,PBANKA_1317700,PBANKA_1326800,PBANKA_1335900,PBANKA_1339700,PBANKA_1340300,PBANKA_1357400,PBANKA_1403400,PBANKA_1404800,PBANKA_1407300,PBANKA_1408000,PBANKA_1408100,PBANKA_1412600,PBANKA_1454700,PBANKA_1464700,	9.9	1.66	2.02	0.00011903956845	0.00743147020181	0.0520202914127
GO:0016070	RNA metabolic process	281	32	PBANKA_0315000,PBANKA_0407100,PBANKA_0514700,PBANKA_0603800,PBANKA_0606100,PBANKA_0615400,PBANKA_0708400,PBANKA_0802700,PBANKA_0914600,PBANKA_0927800,PBANKA_0930500,PBANKA_1011900,PBANKA_1023200,PBANKA_1033600,PBANKA_1038100,PBANKA_1039300,PBANKA_1039800,PBANKA_1127500,PBANKA_1145700,PBANKA_1241100,PBANKA_1301700,PBANKA_1302600,PBANKA_1307200,PBANKA_1326800,PBANKA_1335900,PBANKA_1357400,PBANKA_1403400,PBANKA_1404800,PBANKA_1408000,PBANKA_1408100,PBANKA_1454700,PBANKA_1464700,	11.4	1.9	2.26	0.000181043027693	0.00988947538773	0.0791158031019
GO:0006465	signal peptide processing	5	3	PBANKA_0417000,PBANKA_1011300,PBANKA_1217800,	60.0	10.01	23.95	0.00193229063191	0.0938234451274	0.844411006146
GO:0019751	polyol metabolic process	2	2	PBANKA_1111400,PBANKA_1206200,	100.0	16.69	inf	0.00356964186018	0.134552436906	1.0
