"","pf.33","pf.34","pf.69","pf.83","pf.98","pf.177","pf.243","pf.260","pf.263","pf.264","pf.277","pf.280","pf.338","pf.340","pf.341","pf.353","pf.354","pf.356","pf.357","pf.370","pf.371","pf.373"
"PF3D7_0911900",5.4594316186373,5.85798099512757,0,0,0,0,7.65105169117893,1,0,0,0,2.32192809488736,2,2.58496250072116,3.58496250072116,7.4262647547021,0,0,0,0,1.58496250072116,6.33985000288462
"PF3D7_0912000",0,0,1,0,4.70043971814109,0,0,5.7279204545632,5.35755200461808,0,0,0,5.24792751344359,1,0,0,3.4594316186373,0,0,0,0,0
"PF3D7_0912100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,3.32192809488736,0,0,0,0,0
"PF3D7_0912200",6.08746284125034,0,0,8.37503943134693,0,6.62935662007961,0,0,6.8073549220576,7.4093909361377,0,0,6.61470984411521,9.96722625883599,0,0,8.30833903013941,6.98868468677217,0,0,7.71424551766612,0
"PF3D7_0912400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2667865406949,0,0,0,0,0
"PF3D7_0912500",0,2,0,0,0,3.4594316186373,0,0,4.64385618977472,2.8073549220576,0,0,0,3.58496250072116,0,0,0,4.08746284125034,0,0,2.58496250072116,0
"PF3D7_0912600",0,6.3037807481771,0,0,0,0,5.6724253419715,7.96578428466209,0,0,0,7.86418614465428,0,0,7.74819284958946,7.90689059560852,0,1,2.32192809488736,0,0,0
"PF3D7_0912700",0,0,0,3.16992500144231,0,0,0,0,4,1.58496250072116,0,0,0,5,8.06069593168755,2,0,0,0,1.58496250072116,0,0
"PF3D7_0912800",0,0,0,0,0,0,0,0,2.32192809488736,0,0,0,0,4.16992500144231,0,0,5.6724253419715,1,0,0,4.8073549220576,0
"PF3D7_0912900",0,0,4.16992500144231,0,0,3.90689059560852,0,0,0,2.32192809488736,0,0,0,0,1,7.62935662007961,1.58496250072116,1,0,0,0,1
"PF3D7_0913000",0,0,1.58496250072116,3.32192809488736,5.35755200461808,0,0,0,3,1.58496250072116,0,0,0,4.39231742277876,0,2.8073549220576,0,4.16992500144231,0,0,5.16992500144231,0
"PF3D7_0913100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0913200",0,2,5.61470984411521,0,9.61102479730735,3.70043971814109,0,3,0,2,0,7.09803208296053,2.8073549220576,6.4594316186373,9.64925617751731,0,0,2.8073549220576,0,0,0,0
"PF3D7_0913300",0,0,4.70043971814109,1.58496250072116,1,0,0,0,0,5.12928301694497,0,5.93073733756289,0,0,0,1,0,0,0,1,0,0
"PF3D7_0913400",0,0,0,4.4594316186373,0,0,0,0,4.4594316186373,0,0,0,7.28540221886225,7.28540221886225,0,0,0,0,0,0,0,0
"PF3D7_0913500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0913600",3.32192809488736,0,0,5.12928301694497,0,6.52356195605701,0,0,5.93073733756289,1,6.95419631038687,5.20945336562895,6.82017896241519,1,0,7.43462822763672,6.6724253419715,6.33985000288462,0,5.39231742277876,6.79441586635011,0
"PF3D7_0913700",5.20945336562895,0,0,5.4594316186373,8.14465824283188,4.24792751344359,0,0,6.62935662007961,7.67948009950545,0,0,0,10.0848083878044,0,0,4,4.24792751344359,0,2.58496250072116,5.39231742277876,0
"PF3D7_0913800",3.58496250072116,0,0,7.06608919045777,0,3.90689059560852,0,0,5.97727992349992,6.20945336562895,0,0,4.58496250072116,5.95419631038687,0,0,2.8073549220576,5.95419631038687,0,0,0,0
"PF3D7_0913900",1.58496250072116,0,1,5.20945336562895,0,3.58496250072116,0,0,5.64385618977472,5.7279204545632,0,0,0,5.49185309632967,0,0,1.58496250072116,5.55458885167764,0,4.95419631038687,6.44294349584873,0
"PF3D7_0914000",4.4594316186373,0,0,4.95419631038687,0,0,0,0,6.18982455888002,3.16992500144231,0,0,1,4.64385618977472,0,0,0,0,0,0,1,0
"PF3D7_0914100",5.04439411935845,8.5274770060604,0,6.94251450533924,0,1.58496250072116,8.13955135239879,8.75488750216347,7.18982455888002,5.55458885167764,10.0967151544885,5.28540221886225,7.62935662007961,9.71424551766612,10.7389366816761,9.73640193131829,7.4178525148859,7.88264304936184,8.70043971814109,5.93073733756289,7.18982455888002,6.85798099512757
"PF3D7_0914200",0,0,0,0,0,0,0,0,0,2,0,2.32192809488736,0,0,10.1382718001722,0,0,0,0,0,0,0
"PF3D7_0914300",2,0,0,3.4594316186373,0,4.8073549220576,0,0,0,0,0,0,2,2,0,0,0,1,0,2,2.8073549220576,0
"PF3D7_0914400",6,0,0,7.16992500144231,0,4.52356195605701,0,6.02236781302845,6.39231742277876,6.35755200461808,0,0,8.2336196767597,7.27612440527424,0,0,7.03342300153745,6.14974711950468,0,6.44294349584873,0,0
"PF3D7_0914500",0,6.20945336562895,0,5,0,0,7.34872815423108,3.90689059560852,3.32192809488736,1,0,6.18982455888002,5.93073733756289,3.58496250072116,0,0,7.05528243550119,4.75488750216347,8.66888498426625,0,0,8.08214904135387
"PF3D7_0914600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PF3D7_0914700",5.55458885167764,5.6724253419715,0,5.16992500144231,0,0,0,0,0,6.06608919045777,0,0,3.8073549220576,7.07681559705083,8.65463602852797,5.93073733756289,3.4594316186373,6.4594316186373,0,0,5.49185309632967,0
"PF3D7_0914800",4.4594316186373,0,0,3.90689059560852,0,3.58496250072116,0,0,4.64385618977472,2.8073549220576,0,0,0,1,0,0,1.58496250072116,1,0,0,0,0
"PF3D7_0914900",0,0,0,0,0,2,0,0,3.8073549220576,1.58496250072116,0,0,1.58496250072116,0,0,0,0,0,1.58496250072116,4.24792751344359,0,0
"PF3D7_0915000",0,5.08746284125034,0,5.64385618977472,0,2.32192809488736,0,7.92481250360578,5.93073733756289,5.12928301694497,0,7.18982455888002,0,1.58496250072116,0,0,0,5.32192809488736,0,0,4.16992500144231,0
"PF3D7_0915100",5.52356195605701,0,0,0,0,4.90689059560852,0,2.58496250072116,0,2.58496250072116,0,4.75488750216347,0,8.67948009950545,0,0,0,3.32192809488736,0,5.04439411935845,1,0
"PF3D7_0915200",0,5.08746284125034,0,0,0,0,8.32192809488736,4.8073549220576,0,0,0,7.77478705960117,0,2.58496250072116,5.39231742277876,7.45121111183233,0,0,7.16992500144231,0,1,0
"PF3D7_0915300",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0915400",6.3037807481771,6.88264304936184,2,0,0,0,0,0,4.64385618977472,6.70043971814109,0,7.49984588708321,3,0,0,0,0,0,0,2,0,2
"PF3D7_0915500",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.36632221424582
"PF3D7_0915600",0,0,0,3.4594316186373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PF3D7_0915700",0,6.22881869049588,0,0,0,5.7279204545632,6.96578428466209,5.12928301694497,5.83289001416474,0,0,0,5.4594316186373,5.08746284125034,0,0,0,3.32192809488736,0,0,5.32192809488736,0
"PF3D7_0915800",6.02236781302845,0,0,8.17492568250068,0,7.28540221886225,0,0,7.10852445677817,7.97727992349992,0,0,9.30606168942834,10.0334230015375,0,0,8.95710204156229,6.65821148275179,0,6.68650052718322,8.21916852046216,0
"PF3D7_0915900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64385618977472,0,0,0,0,0
"PF3D7_0916000",6.8073549220576,0,0,6.55458885167764,0,5.7279204545632,0,0,7.59991284218713,8.77478705960117,3.8073549220576,0,7.53915881110803,6.35755200461808,0,1,6.56985560833095,4.4594316186373,0,8.36194377373524,8.42206476617281,0
"PF3D7_0916100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0916200",0,0,0,0,0,5.20945336562895,6.82017896241519,0,5.7279204545632,5.20945336562895,0,0,0,0,0,0,0,0,3.90689059560852,0,2.32192809488736,0
"PF3D7_0916300",2.58496250072116,0,0,5.93073733756289,0,2.8073549220576,0,0,0,2.8073549220576,0,0,4.16992500144231,0,0,0,0,1,0,0,5.8073549220576,0
"PF3D7_0916400",1,1,0,4.95419631038687,0,1,5.24792751344359,0,5.6724253419715,0,1,3.8073549220576,2.8073549220576,6.24792751344359,0,2.32192809488736,0,3.4594316186373,8.23840473932508,0,3.4594316186373,0
"PF3D7_0916500",0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4594316186373,0
"PF3D7_0916600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"PF3D7_0916700",0,0,0,0,0,0,0,0,0,1,0,0,0,8.66533591718518,0,0,0,0,0,5.70043971814109,0,0
"PF3D7_0916800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0916900",1,0,0,0,0,1.58496250072116,0,0,0,3.32192809488736,0,0,0,0,0,0,5.24792751344359,0,0,0,0,0
"PF3D7_0917000",3.8073549220576,6.85798099512757,0,1.58496250072116,0,5.12928301694497,0,8.3037807481771,3.90689059560852,0,0,1.58496250072116,1,2.58496250072116,1.58496250072116,1,3.70043971814109,0,7.09803208296053,3.16992500144231,6.35755200461808,0
"PF3D7_0917100",0,0,0,0,0,0,0,0,0,1,0,7.03342300153745,0,1,5.61470984411521,0,0,0,0,0,4.32192809488736,0
"PF3D7_0917200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PF3D7_0917300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0917400",1,0,1,0,0,0,0,0,1,0,1,1.58496250072116,0,0,10.4283601727043,0,1,0,9.28771237954945,0,0,1.58496250072116
"PF3D7_0917500",0,6.53915881110803,0,0,0,0,3.32192809488736,5.28540221886225,0,0,0,3.70043971814109,0,0,2.8073549220576,7,0,0,8.28540221886225,0,0,3.8073549220576
"PF3D7_0917600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08746284125034
"PF3D7_0917700",0,0,0,0,0,1.58496250072116,0,0,3.8073549220576,0,0,8.49585502688717,0,0,0,0,0,0,0,0,0,0
"PF3D7_0917800",0,0,0,0,0,0,0,0,0,3.4594316186373,0,0,0,0,0,0,0,0,0,0,3.16992500144231,0
"PF3D7_0917900",0,0,8.14974711950468,3.32192809488736,0,3.8073549220576,0,0,6.65821148275179,6.94251450533924,0,8.01680828768655,7.13955135239879,0,0,0,0,0,8.50382573799575,1,0,0
"PF3D7_0918000",0,0,0,0,0,3.4594316186373,0,0,0,0,0,0,0,8.55074678538324,0,0,0,4.90689059560852,0,0,5,1.58496250072116
"PF3D7_0918100",5.49185309632967,0,0,6.84549005094437,0,1.58496250072116,0,0,1.58496250072116,5.90689059560852,0,0,6.28540221886225,9.7714894695006,0,0,4.95419631038687,7.19967234483636,0,0,5.78135971352466,0
"PF3D7_0918200.1",3,0,0,5.58496250072116,0,4,0,0,5.12928301694497,3.8073549220576,0,0,2.8073549220576,7.84549005094437,0,7.88874324889826,2.8073549220576,6.61470984411521,0,7.02236781302845,6.12928301694497,0
"PF3D7_0918300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58496250072116,0,0,0,0
"PF3D7_0918400",0,5.61470984411521,0,0,0,3.58496250072116,7.09803208296053,0,0,3,1,0,1.58496250072116,6.62935662007961,0,0,0,3.32192809488736,0,4.75488750216347,0,3.4594316186373
"PF3D7_0918600",3,2,0,2.8073549220576,1,3,3.70043971814109,0,4.8073549220576,5.7279204545632,10.211888294546,3.32192809488736,4.70043971814109,3.58496250072116,5.78135971352466,3.90689059560852,6.2667865406949,5.6724253419715,1,2.32192809488736,3.90689059560852,4.58496250072116
"PF3D7_0918700",0,0,0,6.4757334309664,0,4.32192809488736,0,0,5.28540221886225,0,1,0,0,4.4594316186373,0,0,2,3.58496250072116,0,2.58496250072116,4.75488750216347,0
"PF3D7_0918800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0918900",3.90689059560852,0,6.82017896241519,5.16992500144231,0,5.28540221886225,9.87344411251538,0,7.19967234483636,0,0,4.52356195605701,0,4.64385618977472,0,0,3.8073549220576,3.90689059560852,0,4.8073549220576,0,0
"PF3D7_0919000",0,5.28540221886225,5.4594316186373,0,0,0,8.34872815423108,6.35755200461808,0,0,0,0,0,0,6.49185309632967,0,0,0,0,0,0,0
"PF3D7_0919100",0,0,0,6.71424551766612,0,1,0,0,5.97727992349992,2,0,0,6.32192809488736,6.49185309632967,0,0,5.32192809488736,4.24792751344359,0,0,5.16992500144231,0
"PF3D7_0919200",0,0,0,0,0,0,0,5.95419631038687,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"PF3D7_0919300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0
"PF3D7_0919400",0,2,0,0,0,0,0,9.77478705960117,0,0,0,0,0,0,11.3072008091408,8.36194377373524,0,0,7.85174904141606,0,0,7.27612440527424
"PF3D7_0919500",0,0,0,2,0,5.12928301694497,0,0,0,0,2.8073549220576,0,0,0,0,0,0,0,0,0,2,0
"PF3D7_0919600",0,4.8073549220576,0,4.32192809488736,0,1,0,5.12928301694497,2.32192809488736,0,0,0,0,3.4594316186373,0,0,0,2.58496250072116,5.95419631038687,0,2.58496250072116,0
"PF3D7_0919700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0919800",3.58496250072116,7.25738784269265,0,6.37503943134692,0,3,7.14974711950468,8.8008998999203,0,3.8073549220576,0,3.32192809488736,1,6.5077946401987,8.85798099512757,7.29462074889163,5.61470984411521,5.32192809488736,5.97727992349992,0,5.08746284125034,7.05528243550119
"PF3D7_0919900",5.32192809488736,0,0,5.93073733756289,0,6.84549005094437,5,1,8.61470984411521,7.2667865406949,11.9143851321554,6.68650052718322,8.2045711442492,7.8073549220576,5.04439411935845,9.39016895620018,8.64024493622235,8.50382573799575,1.58496250072116,7.6724253419715,8.91288933622996,2.32192809488736
"PF3D7_0920000",0,0,0,0,0,0,0,0,0,0,0,0,3.16992500144231,0,0,0,0,0,0,0,1,0
"PF3D7_0920100",0,0,0,0,0,0,0,0,0,0,0,0,0,3.70043971814109,0,0,0,0,0,0,4.64385618977472,0
"PF3D7_0920200",1,0,0,4.64385618977472,0,0,0,0,0,4.4594316186373,0,0,5,0,0,0,3.70043971814109,3.32192809488736,0,0,0,0
"PF3D7_0920300",7.15987133677839,0,0,7.09803208296053,0,8.00562454919388,0,0,8.03342300153745,8.81378119121704,8.90689059560852,0,8.39231742277876,8.32192809488736,0,0,8.18487534290828,6.94251450533924,0,6.44294349584873,7.79441586635011,0
"PF3D7_0920400",0,2.32192809488736,0,4.75488750216347,0,0,2,0,0,5.4594316186373,0,7.97154355395077,0,0,0,0,3.32192809488736,1,0,0,0,5.61470984411521
"PF3D7_0920500",0,0,0,0,0,2.32192809488736,0,0,1,5.52356195605701,0,0,1.58496250072116,0,0,0,2,0,0,2.32192809488736,0,0
"PF3D7_0920600",1,0,1.58496250072116,4.32192809488736,1.58496250072116,2,1,0,0,0,2,5.35755200461808,1.58496250072116,0,1,2.8073549220576,0,1,3.16992500144231,2.58496250072116,4.4594316186373,4.39231742277876
"PF3D7_0920700",0,0,0,0,0,3,0,0,0,3.70043971814109,0,5.61470984411521,0,4,0,0,0,0,0,0,1.58496250072116,0
"PF3D7_0920800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0920900",0,0,0,0,0,4.85798099512757,0,0,0,4.16992500144231,0,0,0,1,0,0,1,2,0,0,5.78135971352466,0
"PF3D7_0921000.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0921000.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0921100",0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,2,0,0,0,0
"PF3D7_0921200",3.70043971814109,2.32192809488736,1.58496250072116,2.32192809488736,0,0,4,0,0,3.58496250072116,0,2.32192809488736,3.4594316186373,3.70043971814109,0,8.5077946401987,0,2,2.32192809488736,1,0,0
"PF3D7_0921300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0921400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0921500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0921600",3.32192809488736,0,0,2.58496250072116,0,0,0,0,4.8073549220576,3.70043971814109,0,0,3.58496250072116,0,0,1,6.4594316186373,0,0,0,2.58496250072116,0
"PF3D7_0921700",1,0,0,4.16992500144231,5,0,0,0,2.32192809488736,1,0,0,0,3.58496250072116,0,1,0,0,0,0,0,6.8073549220576
"PF3D7_0921800",0,0,0,0,0,0,0,0,3,0,0,0,4.52356195605701,0,0,0,1,0,0,0,5.28540221886225,0
"PF3D7_0921900",0,0,0,0,2.58496250072116,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0922000",0,5.6724253419715,0,0,0,0,9.09539702279256,9.65463602852797,0,0,0,6.91886323727459,0,0,0,7.74819284958946,0,0,7.79441586635011,0,0,0
"PF3D7_0922100",5.97727992349992,3.4594316186373,1,4.39231742277876,7.17990909001493,5.16992500144231,0,0,0,0,0,2.32192809488736,3.8073549220576,6.97727992349992,6.35755200461808,2,4.4594316186373,4.39231742277876,5.12928301694497,4.39231742277876,4.4594316186373,5.6724253419715
"PF3D7_0922200",2.58496250072116,0,0,4.32192809488736,0,6.22881869049588,0,0,5.7279204545632,5.12928301694497,0,9.60547951806167,1.58496250072116,8.30833903013941,0,0,0,7.31288295528436,0,0,6.88264304936184,0
"PF3D7_0922300",7.53138146051631,0,0,8.7515440590891,0,7.04439411935845,0,4,7.39231742277876,8.99435343685886,13.0692819243654,0,6.90689059560852,10.5323559252888,0,0,5.85798099512757,7.76155123244448,0,2.32192809488736,8.11374216604919,0
"PF3D7_0922400",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PF3D7_0922500",0,0,7.43462822763672,0,0,0,0,5.32192809488736,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"PF3D7_0922600",0,0,5.93073733756289,0,0,0,0,0,5.32192809488736,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0922700",2.32192809488736,0,0,2.8073549220576,0,3.90689059560852,6.02236781302845,7.53138146051631,4.75488750216347,0,0,5.58496250072116,4.16992500144231,4.39231742277876,4,0,0,3.4594316186373,3.32192809488736,0,5.52356195605701,7.58496250072116
"PF3D7_0922800",2.58496250072116,2,6.74146698640115,4.24792751344359,0,4.08746284125034,2,7.8008998999203,0,4.70043971814109,1.58496250072116,0,0,5.28540221886225,8.47167521439204,8.09803208296053,1.58496250072116,3.70043971814109,5.90689059560852,3.70043971814109,0,8.14974711950468
"PF3D7_0922900",0,0,0,0,0,6.06608919045777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6724253419715,0
"PF3D7_0923000",0,0,0,0,0,4.8073549220576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0923100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0923200",4,0,0,0,0,0,0,0,4.70043971814109,0,0,0,0,5.4594316186373,0,0,0,0,0,0,3.16992500144231,0
